# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = model_model
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 200
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 11
#         metric = dense_e
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
# id = 3
# data
#   file = ./maud_output-G6Pto6PGC-20210910214754/samples/input_data.json
# init = ./maud_output-G6Pto6PGC-20210910214754/samples/inits.json
# random
#   seed = 28165
# output
#   file = /home/shannara/models/maud_output-G6Pto6PGC-20210910214754/samples/model-202109102147-3.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 ea3a31b
# stancflags = --include_paths=/home/shannara/Maud/src/maud,/home/shannara/Maud/src/maud
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf_z.1,dgf_z.2,dgf_z.3,dgf_z.4,dgf_z.5,drain_z.1.1,drain_z.2.1,drain_z.3.1,drain_z.4.1,drain_z.5.1,drain_z.1.2,drain_z.2.2,drain_z.3.2,drain_z.4.2,drain_z.5.2,log_kcat_z.1,log_kcat_z.2,log_km_z.1,log_km_z.2,log_km_z.3,log_conc_enzyme_z.1.1,log_conc_enzyme_z.2.1,log_conc_enzyme_z.3.1,log_conc_enzyme_z.4.1,log_conc_enzyme_z.5.1,log_conc_enzyme_z.1.2,log_conc_enzyme_z.2.2,log_conc_enzyme_z.3.2,log_conc_enzyme_z.4.2,log_conc_enzyme_z.5.2,log_conc_unbalanced_z.1.1,log_conc_unbalanced_z.2.1,log_conc_unbalanced_z.3.1,log_conc_unbalanced_z.4.1,log_conc_unbalanced_z.5.1,log_conc_unbalanced_z.1.2,log_conc_unbalanced_z.2.2,log_conc_unbalanced_z.3.2,log_conc_unbalanced_z.4.2,log_conc_unbalanced_z.5.2,log_conc_unbalanced_z.1.3,log_conc_unbalanced_z.2.3,log_conc_unbalanced_z.3.3,log_conc_unbalanced_z.4.3,log_conc_unbalanced_z.5.3,log_diss_t_z.1,log_transfer_constant_z.1,dgf.1,dgf.2,dgf.3,dgf.4,dgf.5,km.1,km.2,km.3,kcat.1,kcat.2,diss_t.1,transfer_constant.1,drain.1.1,drain.2.1,drain.3.1,drain.4.1,drain.5.1,drain.1.2,drain.2.2,drain.3.2,drain.4.2,drain.5.2,conc_enzyme.1.1,conc_enzyme.2.1,conc_enzyme.3.1,conc_enzyme.4.1,conc_enzyme.5.1,conc_enzyme.1.2,conc_enzyme.2.2,conc_enzyme.3.2,conc_enzyme.4.2,conc_enzyme.5.2,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.3.1,conc_unbalanced.4.1,conc_unbalanced.5.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc_unbalanced.3.2,conc_unbalanced.4.2,conc_unbalanced.5.2,conc_unbalanced.1.3,conc_unbalanced.2.3,conc_unbalanced.3.3,conc_unbalanced.4.3,conc_unbalanced.5.3,conc.1.1,conc.2.1,conc.3.1,conc.4.1,conc.5.1,conc.1.2,conc.2.2,conc.3.2,conc.4.2,conc.5.2,conc.1.3,conc.2.3,conc.3.3,conc.4.3,conc.5.3,conc.1.4,conc.2.4,conc.3.4,conc.4.4,conc.5.4,conc.1.5,conc.2.5,conc.3.5,conc.4.5,conc.5.5,flux.1.1,flux.2.1,flux.3.1,flux.4.1,flux.5.1,flux.1.2,flux.2.2,flux.3.2,flux.4.2,flux.5.2,flux.1.3,flux.2.3,flux.3.3,flux.4.3,flux.5.3,flux.1.4,flux.2.4,flux.3.4,flux.4.4,flux.5.4,keq.1,keq.2,keq.3,keq.4,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yflux_sim.1,yflux_sim.2,yflux_sim.3,yflux_sim.4,yflux_sim.5,log_lik_conc.1,log_lik_conc.2,log_lik_conc.3,log_lik_conc.4,log_lik_conc.5,log_lik_flux.1,log_lik_flux.2,log_lik_flux.3,log_lik_flux.4,log_lik_flux.5
-41.5637,0,0.8,1,2,1,59.9234,1.3125,0.237931,0.0230769,0.14403,0.837313,-0.571945,0.201801,0.909229,-0.549678,-0.697678,2.68285,-0.335078,0.858234,0.0694975,0.724066,0.764715,0.498335,0.298496,0.556347,-1.40254,-1.25019,-0.210025,0.298745,-0.74648,-0.683973,0.151006,-0.0748987,1.13149,0.0112048,0.743533,-0.678462,2.73049,-1.22629,0.523802,-1.02897,-1.79655,1.0319,2.91091,-0.343155,-2.25925,0.080436,1.05511,1.10627,-1.53204,-0.142574,-0.679013,0.106361,-1550.85,-1377.01,-1304.67,-2031.67,-1956.18,0.184704,0.00838272,0.0173742,202.755,521.467,0.0174603,51.075,-0.00119171,0.439425,0.10135,0.0608604,0.239369,0.187419,2.02328,1.11676,0.753771,0.699857,0.009383,0.0222096,0.0155106,0.0102577,0.0124465,0.00460731,0.00977975,0.00980632,0.00737784,0.0109855,1.83047,31.1087,5.44567,2.10103,1.84002,0.590212,1.18248,2.18418,1.02264,0.880343,0.0326253,0.039696,0.015133,0.0165636,0.0361152,2.15302,6.60557,4.03697,0.673364,0.546204,0.00145987,0.0162251,0.00543277,0.00466703,0.0034072,1.83047,31.1087,5.44567,2.10103,1.84002,0.590212,1.18248,2.18418,1.02264,0.880343,0.0326253,0.039696,0.015133,0.0165636,0.0361152,-0.00119171,0.439425,0.10135,0.0608603,0.239369,0.186227,2.4627,1.21811,0.81463,0.939224,0.187419,2.02328,1.11676,0.75377,0.699856,0.186227,2.4627,1.21811,0.81463,0.939224,0.280616,700.299,1.93962e-272,1.93962e-272,1.33904,6.34046,4.75274,0.655602,0.476473,0.19027,2.45549,1.13721,0.774993,0.803201,-4.80507,-3.06115,-0.979478,0.211186,0.21325,4.70684,4.15296,1.08923,2.7527,1.57991
-41.839,0.992757,0.0413247,7,127,0,65.9127,-0.877248,-0.676158,0.604842,-0.115954,-1.3071,0.974329,0.818034,-0.161205,-0.0940587,-0.452697,1.17533,-0.947175,-0.151253,0.153211,0.1432,-0.229015,0.532746,-1.13484,0.768303,0.164078,-0.859138,1.39112,0.485482,0.0104535,-1.35272,0.536252,-2.25196,0.0897596,-0.944082,-2.6796,-2.32216,2.56423,-0.687429,1.91074,0.420361,-1.2621,1.02056,-1.04985,-0.915137,1.23099,-1.14101,-1.65136,-0.971837,-0.336846,-0.272018,-1.70207,-0.133933,-1556.11,-1379.66,-1303.91,-2035.15,-1984.92,0.138669,0.00874571,0.0237673,166.21,525.068,0.0142295,48.6784,0.00278154,0.453887,0.0555275,0.0747855,0.251582,0.181226,2.00891,1.05647,0.754398,0.67527,0.00982117,0.0281971,0.0162006,0.0107559,0.0110257,0.00481383,0.00629815,0.0084754,0.00700202,0.00569874,1.34244,29.671,5.828,2.74576,2.97457,0.655349,1.18007,1.33155,0.964394,1.96622,0.0252694,0.0263374,0.0112855,0.0190202,0.0349379,1.62987,7.5042,2.5876,0.685298,1.29108,0.0018661,0.0693398,0.00791728,0.00692131,0.0106657,1.34244,29.671,5.828,2.74576,2.97457,0.655349,1.18007,1.33155,0.964394,1.96622,0.0252694,0.0263374,0.0112855,0.0190202,0.0349379,0.00278154,0.453887,0.0555274,0.0747854,0.251582,0.184008,2.4628,1.112,0.829182,0.926851,0.181226,2.00891,1.05647,0.754397,0.675269,0.184008,2.4628,1.112,0.829182,0.926851,29453.7,2002.65,2.32788e-273,2.32788e-273,1.346,6.7254,2.50398,0.652166,0.569949,0.178309,2.46201,1.11147,0.839766,0.741687,-2.5855,-1.4572,-2.27833,0.295372,-0.816863,3.98019,4.15286,1.6574,2.82753,1.61142
-35.9139,0.997357,0.0243981,7,127,0,59.874,-0.0457292,1.49626,-0.380278,0.564199,1.13921,2.47662,-0.69627,1.9763,0.0334397,-0.294716,0.661858,0.730317,-0.0895741,-1.17556,-0.0744856,0.238324,-0.420289,-0.152211,-0.437304,0.338624,0.536611,2.46902,0.513448,0.621578,-1.32902,-0.0219419,0.274314,1.40919,0.0710153,0.00560277,-2.11288,0.646047,-0.259634,-0.583785,-1.36123,-2.47567,1.19329,0.346864,0.578184,-1.05882,0.635674,-0.321365,0.792373,1.71725,0.378769,-0.764402,0.406259,-1554.11,-1373.36,-1305.19,-2026.04,-1952.13,0.168783,0.00687191,0.0246116,182.495,433.947,0.0171646,54.2322,0.00664176,0.418349,0.147029,0.0786823,0.259458,0.179117,2.04829,1.06016,0.744447,0.666056,0.0115587,0.0331124,0.0163066,0.0111757,0.0110731,0.0045175,0.010495,0.0101951,0.00740203,0.00953615,1.3965,17.1891,6.15055,1.69673,1.64816,0.516697,1.21729,1.58545,1.12395,1.16059,0.0366432,0.0322203,0.0144771,0.0241233,0.0412724,1.99514,8.17234,3.79658,0.696584,0.543695,0.00257626,0.0290797,0.00923567,0.00848006,0.00709017,1.3965,17.1891,6.15055,1.69673,1.64816,0.516697,1.21729,1.58545,1.12395,1.16059,0.0366432,0.0322203,0.0144771,0.0241233,0.0412724,0.00664175,0.418349,0.147028,0.0786822,0.259458,0.185759,2.46664,1.20718,0.823128,0.925512,0.179117,2.04829,1.06016,0.744446,0.666054,0.185759,2.46664,1.20718,0.823128,0.925512,0.098759,11369.4,5.20717e-273,5.20717e-273,4.69395,10.3595,2.37333,0.643068,0.664776,0.183757,2.47535,1.21673,0.835634,0.937308,-4.13856,-0.997444,-0.993274,0.367653,0.211181,4.59921,3.95603,1.49364,2.84437,1.61336
-37.4896,0.999218,0.0183635,8,255,0,54.3256,0.359243,-1.65404,0.173056,-0.444696,-1.53351,-0.68971,0.11382,-0.782664,-0.808886,1.06218,2.82409,-0.318693,1.39772,1.39051,-1.10894,0.373201,0.896356,-0.121563,1.05442,-0.356603,-2.6227,0.503238,1.14977,-0.491697,-0.614424,-0.311883,0.593078,-1.10038,0.194896,0.371364,-1.62192,2.53031,0.30153,0.910552,-1.10268,-0.420881,0.774999,0.0269232,0.145609,0.125891,-0.424545,0.102567,-0.394737,-1.99922,-0.557181,0.392709,0.637781,-1553.14,-1382.5,-1304.48,-2039.56,-1987.95,0.169821,0.00926078,0.0214168,187.484,564.675,0.0216342,56.8024,-0.00149432,0.43736,0.0289244,0.0529382,0.327104,0.187999,2.02366,1.14898,0.763664,0.622269,0.00799416,0.0247013,0.0189136,0.0104228,0.0126044,0.00437086,0.0111935,0.00717447,0.00745239,0.0102289,1.53202,29.386,6.60088,2.26383,1.79562,0.77274,1.12911,1.52332,1.07519,1.52453,0.0293549,0.0343588,0.0122434,0.015692,0.032478,1.96006,6.95119,4.79627,0.749809,0.898498,0.00175066,0.0136559,0.00877963,0.00515659,0.00421255,1.53202,29.386,6.60088,2.26383,1.79562,0.77274,1.12911,1.52332,1.07519,1.52453,0.0293549,0.0343588,0.0122434,0.015692,0.032478,-0.00149432,0.43736,0.0289244,0.0529381,0.327104,0.186505,2.46102,1.1779,0.816601,0.949372,0.187999,2.02366,1.14898,0.763663,0.622268,0.186505,2.46102,1.1779,0.816601,0.949372,42404.6,192.677,7.70702e-273,7.70702e-273,1.65212,7.14719,4.79263,0.612794,1.49726,0.184724,2.45743,1.16753,0.823425,1.02714,-3.98974,-2.28804,-1.22399,0.621717,-0.0391423,4.75904,4.11707,2.18587,2.78596,1.53577
-40.7558,0.999928,0.0156133,8,255,0,59.0568,-0.509325,1.65758,-0.725965,0.41031,1.85141,3.03384,0.128764,1.51886,0.228506,-0.687365,0.591699,-0.263326,-0.396454,-1.05052,0.399088,1.15678,-1.54691,1.19756,0.665419,1.19752,1.26482,2.06039,1.19041,1.08482,0.18698,0.421614,-0.28026,1.52779,-0.678003,-0.735103,-1.48132,0.660225,-0.412874,-0.484094,-0.238832,-2.64584,1.65795,0.970055,0.658647,-0.757559,0.686716,-0.211301,-0.0390497,1.43801,-0.192541,-0.415221,-0.016031,-1555.22,-1372.89,-1305.64,-2028.1,-1942.59,0.22109,0.00856759,0.0292243,219.294,346.401,0.0184062,49.8399,0.00807357,0.437711,0.127447,0.0846441,0.239883,0.178829,2.02496,1.04183,0.745383,0.686101,0.0125841,0.0311555,0.0190936,0.0115048,0.014575,0.00475142,0.0093821,0.0103658,0.00710473,0.00827361,1.5732,17.2586,6.03301,1.72969,2.39082,0.499758,1.32333,1.71383,1.13326,1.24395,0.0370365,0.0327624,0.0128738,0.0233564,0.0356561,2.06704,7.79593,5.10013,0.708957,1.34519,0.00374373,0.0914146,0.0141118,0.0148719,0.0139491,1.5732,17.2586,6.03301,1.72969,2.39082,0.499758,1.32333,1.71383,1.13326,1.24395,0.0370365,0.0327624,0.0128738,0.0233564,0.0356561,0.00807356,0.437711,0.127447,0.084644,0.239883,0.186902,2.46268,1.16927,0.830026,0.925984,0.178829,2.02496,1.04183,0.745382,0.686101,0.186902,2.46268,1.16927,0.830026,0.925984,0.000631748,21509.8,3.32404e-273,3.32404e-273,4.93403,7.75381,4.92288,0.525961,0.855316,0.189679,2.4637,1.16455,0.815677,0.803314,-4.44286,-1.19091,-1.41211,0.439086,-0.936496,4.8188,4.15295,2.28105,2.81975,1.61271
-42.7886,0.999325,0.0142547,8,255,0,63.4676,-0.863607,0.0919256,-0.562064,-0.460131,1.26832,-0.0461619,0.388745,-0.906609,0.0603354,-0.270433,1.65465,-0.556419,0.870719,-1.88965,0.968757,-0.0426696,1.00322,-0.437802,-0.214056,-0.801109,-2.38301,1.43211,-0.351195,0.479573,-2.41372,-2.25027,0.246803,0.588643,0.831233,0.0588806,-0.835708,2.66735,-0.943734,1.73915,0.0421771,-1.95029,1.18696,1.79912,-0.560484,0.599761,0.859491,1.82361,0.0403078,-1.54009,-0.485979,-1.06329,0.327277,-1556.07,-1377.43,-1305.43,-2039.77,-1950.4,0.159412,0.00718569,0.019595,172.521,576.874,0.0161686,53.3823,0.000159322,0.443812,0.0236187,0.0795043,0.260669,0.183195,2.01808,1.11751,0.739099,0.710214,0.00822095,0.0283699,0.0133302,0.0110767,0.0090967,0.00350551,0.0104368,0.00908859,0.0077165,0.00963406,1.77697,30.5547,5.64291,2.65633,2.62417,0.572703,1.2159,1.90089,1.00011,1.70026,0.0383995,0.0446004,0.0130188,0.0165482,0.0330755,1.76838,9.5804,2.77245,0.873696,0.63413,0.00195381,0.0135552,0.00545127,0.0044154,0.00414768,1.77697,30.5547,5.64291,2.65633,2.62417,0.572703,1.2159,1.90089,1.00011,1.70026,0.0383995,0.0446004,0.0130188,0.0165482,0.0330755,0.000159322,0.443812,0.0236186,0.0795042,0.260668,0.183354,2.4619,1.14112,0.818602,0.970882,0.183195,2.01808,1.11751,0.739098,0.710213,0.183354,2.4619,1.14112,0.818602,0.970882,0.000909383,4854.23,2.35883e-273,2.35883e-273,1.36891,10.8562,3.08136,0.85832,0.60486,0.181859,2.45053,1.16104,0.806427,0.984329,-3.17408,-1.45125,-1.89452,0.774199,0.236618,3.66164,4.14464,2.24723,2.81231,1.3877
-42.5891,0.999732,0.0135768,8,255,0,70.7564,-0.650273,-0.943967,2.34485,-1.91503,1.13417,1.89379,0.0666371,-0.396167,0.270097,-1.48656,1.5143,-0.178607,0.682287,-1.17793,-0.195014,0.541773,-0.165787,1.1391,1.50831,0.637812,-2.46763,1.24308,1.14451,0.438018,1.53164,0.341926,-1.20636,0.0344151,-0.424603,-1.06662,-2.18705,1.24841,0.0134887,-0.880433,-2.29659,-1.41742,1.89477,-0.441152,0.956574,-0.498613,-0.116435,0.622524,0.204673,-1.15172,-0.456154,1.45531,-0.614294,-1555.56,-1380.44,-1301.65,-2059.26,-1952.2,0.218519,0.0101408,0.0261293,193.913,456.606,0.026757,44.2194,0.00514415,0.436253,0.0454694,0.0859152,0.20004,0.182619,2.02695,1.10625,0.744429,0.660954,0.00814015,0.0275816,0.0188904,0.0110479,0.0185976,0.00470852,0.00778039,0.00840998,0.00720395,0.00776408,1.3771,20.4034,6.36576,1.60233,1.20886,0.635711,1.38088,1.43678,1.16841,1.32036,0.0313091,0.0371765,0.0133245,0.0173088,0.033329,1.70148,8.84528,5.31515,0.706249,1.28021,0.00250034,0.0590816,0.0111942,0.00882312,0.00838153,1.3771,20.4034,6.36576,1.60233,1.20886,0.635711,1.38088,1.43678,1.16841,1.32036,0.0313091,0.0371765,0.0133245,0.0173088,0.033329,0.00514415,0.436253,0.0454694,0.0859151,0.20004,0.187763,2.46321,1.15172,0.830343,0.860994,0.182619,2.02695,1.10625,0.744428,0.660953,0.187763,2.46321,1.15172,0.830343,0.860994,1.11281e-05,1175.15,2.90001e-273,2.90001e-273,2.18555,9.16106,6.03583,0.761601,0.896701,0.188625,2.45258,1.13823,0.813701,0.839528,-2.88936,-1.01009,-1.56841,0.424127,-0.793028,4.88779,4.14977,2.32184,2.81649,1.3667
-45.4259,0.99941,0.0133342,8,255,0,72.7674,0.512193,0.451976,-0.758872,0.834829,0.932891,-0.393328,0.280382,-0.537811,-0.63586,1.583,0.681583,-0.238336,-0.0123883,-0.333564,0.525423,0.676828,2.49299,1.09575,-0.634555,-0.0401353,-2.07275,2.12452,-0.289891,0.0175648,-0.964208,-1.03175,0.638895,0.375843,-0.966719,0.382406,-1.21486,2.38937,0.963917,2.4011,1.46655,-0.245425,0.262851,-0.373779,0.369689,-1.6502,-0.30203,0.571495,-1.33783,-0.145581,1.01336,-1.70634,0.601135,-1552.77,-1376.39,-1305.69,-2022.41,-1954.9,0.216633,0.00660609,0.0228161,199.222,777.106,0.0142174,56.3876,-0.000732744,0.441269,0.0394059,0.0582264,0.353069,0.179198,2.02555,1.06477,0.750752,0.691449,0.0085241,0.0314548,0.0135221,0.0107607,0.0118301,0.00402701,0.0112977,0.00882179,0.00699335,0.0102506,1.65431,28.2306,7.17505,3.01825,4.20727,0.799759,1.02981,1.44892,1.10018,1.01286,0.0301169,0.03689,0.0107172,0.0194458,0.0485537,1.93804,7.80287,2.55896,0.905322,0.885237,0.00137985,0.00891593,0.00438039,0.00399035,0.00344327,1.65431,28.2306,7.17505,3.01825,4.20727,0.799759,1.02981,1.44892,1.10018,1.01286,0.0301169,0.03689,0.0107172,0.0194458,0.0485537,-0.000732744,0.441269,0.0394059,0.0582263,0.353068,0.178465,2.46682,1.10417,0.808978,1.04452,0.179198,2.02555,1.06476,0.750752,0.691448,0.178465,2.46682,1.10417,0.808978,1.04452,3.61967,1952.33,8.93716e-273,8.93716e-273,2.99879,8.13248,2.38256,0.921188,0.650552,0.177033,2.47141,1.12338,0.806221,1.12264,-3.89621,-1.18587,-2.34652,0.73708,-0.01793,-0.235072,3.9376,1.40264,2.61714,0.319956
-41.0983,0.999969,0.0133513,8,255,0,71.4212,-0.611493,-0.302087,-0.481543,0.361639,0.539519,-0.616296,0.089432,-0.283192,0.255493,1.98046,0.690454,-0.435647,0.745769,0.132079,-0.171698,0.81826,2.19287,0.544352,-0.0843177,-0.502212,-1.67375,2.27296,0.15808,-0.188572,-1.03902,-0.457854,-0.270181,1.35781,-0.071374,-0.346858,-2.31668,1.57087,0.394959,2.11113,1.1238,0.109377,0.0617563,-0.443923,-0.444756,-1.44801,-0.630499,-0.0342532,-1.46427,-0.701466,0.165104,-1.23143,0.213725,-1555.47,-1378.58,-1305.33,-2028.75,-1960.17,0.194013,0.00737458,0.0208021,204.938,731.834,0.015634,52.1836,-0.00130567,0.436788,0.0503055,0.0854689,0.372883,0.179234,2.02092,1.11004,0.75424,0.661941,0.00893044,0.0321586,0.0150103,0.0106226,0.0116707,0.00429884,0.00940123,0.0101221,0.00734457,0.008913,1.34383,22.3644,6.67899,2.854,3.75551,0.857317,0.993246,1.43628,1.01204,1.06112,0.0281172,0.0336536,0.0105276,0.0182344,0.0390752,2.18735,7.7308,3.23196,0.901731,1.02937,0.00124702,0.0115605,0.00386368,0.00385149,0.00392245,1.34383,22.3644,6.67899,2.854,3.75551,0.857317,0.993246,1.43628,1.01204,1.06112,0.0281172,0.0336536,0.0105276,0.0182344,0.0390752,-0.00130567,0.436788,0.0503055,0.0854688,0.372883,0.177929,2.45771,1.16035,0.839708,1.03482,0.179234,2.02092,1.11004,0.754239,0.66194,0.177929,2.45771,1.16035,0.839708,1.03482,6.57012,2398.38,3.01097e-273,3.01097e-273,1.20496,6.01973,3.17381,0.586207,0.952168,0.172979,2.45598,1.16473,0.833965,1.10209,-4.9491,-1.24106,-1.28125,0.742588,-0.272198,-0.825069,3.83528,2.32741,2.63552,0.510129
-38.6071,0.999502,0.0135844,8,255,0,58.0422,0.698786,0.196615,0.412457,-0.399459,-0.547085,0.843322,-0.342079,0.905001,-0.192241,-1.05316,-0.280896,0.31581,0.0207243,-0.0311708,0.794304,0.982553,-2.05725,0.390671,0.887699,0.428023,-0.704128,0.650229,-0.162376,1.15592,-0.0339019,0.458627,0.383632,-1.22619,0.208683,0.381278,-1.37135,1.58368,-0.192709,-0.719415,-2.2213,-3.63815,2.03705,0.44561,1.38638,0.834021,0.703438,-0.154472,1.35138,0.675761,-0.137136,0.16758,0.450511,-1552.32,-1377.13,-1304.16,-2038.95,-1974.73,0.188141,0.00895707,0.0250556,211.784,312.789,0.0206817,54.7143,0.00244491,0.426661,0.101169,0.0717848,0.221647,0.175244,2.03856,1.06674,0.753017,0.70283,0.0100005,0.0252485,0.01393,0.0115562,0.014003,0.00477148,0.0107295,0.00704919,0.00745801,0.0102484,1.60618,22.4461,6.2026,1.6529,1.2394,0.411477,1.41665,1.60513,1.22105,1.79448,0.0371663,0.0330458,0.0156658,0.0213846,0.0361655,1.57708,8.21242,3.30656,0.814692,1.00216,0.00338621,0.0693353,0.0282187,0.0137043,0.0101544,1.60618,22.4461,6.2026,1.6529,1.2394,0.411477,1.41665,1.60513,1.22105,1.79448,0.0371663,0.0330458,0.0156658,0.0213846,0.0361655,0.0024449,0.426661,0.101169,0.0717847,0.221647,0.177689,2.46522,1.16791,0.824801,0.924476,0.175244,2.03856,1.06674,0.753016,0.702829,0.177689,2.46522,1.16791,0.824801,0.924476,34.0409,1208.78,1.07068e-272,1.07068e-272,1.49077,8.64723,3.08793,0.730096,0.507319,0.178333,2.46532,1.20449,0.84968,0.831636,-2.36238,-0.985968,-1.21827,0.767318,-0.220719,-1.09904,4.07243,2.29156,2.84655,1.61466
