# stan_version_major = 2
# stan_version_minor = 27
# stan_version_patch = 0
# model = model_model
# start_datetime = 2021-09-16 15:02:20 UTC
# method = sample (Default)
#   sample
#     num_samples = 500
#     num_warmup = 500
#     save_warmup = 1
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.98999999999999999
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 0.025000000000000001
#         stepsize_jitter = 0 (Default)
# id = 1
# data
#   file = ./maud_output-linear-20210916170220/samples/input_data.json
# init = ./maud_output-linear-20210916170220/samples/inits.json
# random
#   seed = 58632
# output
#   file = /Users/tedgro/dtu/projects/maud_demo/maud_output-linear-20210916170220/samples/model-202109161702-1.csv
#   diagnostic_file =  (Default)
#   refresh = 1
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 v2.27.0
# stancflags = --include_paths=/Users/tedgro/Code/Maud/src/maud,/Users/tedgro/Code/Maud/src/maud
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,dgf_z.1,dgf_z.2,log_kcat_z.1,log_kcat_z.2,log_kcat_z.3,log_km_z.1,log_km_z.2,log_km_z.3,log_km_z.4,log_km_z.5,log_km_z.6,log_conc_enzyme_z.1.1,log_conc_enzyme_z.2.1,log_conc_enzyme_z.1.2,log_conc_enzyme_z.2.2,log_conc_enzyme_z.1.3,log_conc_enzyme_z.2.3,log_conc_unbalanced_z.1.1,log_conc_unbalanced_z.2.1,log_conc_unbalanced_z.1.2,log_conc_unbalanced_z.2.2,log_ki_z.1,log_diss_t_z.1,log_diss_r_z.1,log_transfer_constant_z.1,log_transfer_constant_z.2,dgf.1,dgf.2,km.1,km.2,km.3,km.4,km.5,km.6,ki.1,kcat.1,kcat.2,kcat.3,diss_t.1,diss_r.1,transfer_constant.1,transfer_constant.2,conc_enzyme.1.1,conc_enzyme.2.1,conc_enzyme.1.2,conc_enzyme.2.2,conc_enzyme.1.3,conc_enzyme.2.3,conc_unbalanced.1.1,conc_unbalanced.2.1,conc_unbalanced.1.2,conc_unbalanced.2.2,conc.1.1,conc.2.1,conc.1.2,conc.2.2,conc.1.3,conc.2.3,conc.1.4,conc.2.4,flux.1.1,flux.2.1,flux.1.2,flux.2.2,flux.1.3,flux.2.3,keq.1,keq.2,keq.3,yconc_sim.1,yconc_sim.2,yconc_sim.3,yconc_sim.4,yconc_sim.5,yconc_sim.6,yconc_sim.7,yconc_sim.8,yflux_sim.1,yflux_sim.2,log_lik_conc.1,log_lik_conc.2,log_lik_conc.3,log_lik_conc.4,log_lik_conc.5,log_lik_conc.6,log_lik_conc.7,log_lik_conc.8,log_lik_flux.1,log_lik_flux.2
-4112.38,0.999994,0.000614329,5,31,0,4147.09,0.0353049,0.00258892,-0.00969291,0.0100438,0.0200032,-0.00396939,-0.0102056,-0.00264807,0.00569349,-0.00529222,-0.000603938,0.408214,-0.00853428,0.196432,0.145837,0.191932,0.211753,-0.0175267,-0.0089094,-0.0118066,0.0269009,0.0100225,0.0249555,0.0103923,0.00113282,0.00325113,-0.998235,-1.99987,0.199524,0.198779,0.199682,0.200684,0.199366,0.199928,1.00603,1.9884,1.00604,1.01207,1.01509,1.00625,1.00068,1.00195,0.226241,0.0983076,0.148122,0.133867,0.146795,0.152731,0.49825,0.598932,0.0976663,0.105528,0.402883,0.388702,0.49825,0.598932,0.214647,0.206094,0.0976663,0.105528,0.0339856,0.0304392,0.0339851,0.0304392,0.0339838,0.0304392,1,1.49792,1,0.443819,0.586764,0.200525,0.104368,0.372373,0.653856,0.179094,0.106293,-0.0164263,0.0118309,-13.5189,2.07618,-17.0735,3.65835,-1.09325,1.89431,-19.6874,-17.445,-1.89357,-0.228458
-3906.51,1,0.000638368,4,15,0,4124.02,0.032398,0.0109657,-0.00492407,0.0121296,0.0212942,-0.000903294,-0.015734,-0.00357536,-0.000838355,-0.00581883,-0.000593399,0.440902,-0.00413983,0.214856,0.166348,0.206933,0.23687,-0.0166403,-0.00521012,-0.00288442,0.0325506,0.0103805,0.0386649,0.00277594,7.06488e-05,0.00371694,-0.99838,-1.99945,0.199892,0.198121,0.199571,0.199899,0.199303,0.199929,1.00625,1.9941,1.0073,1.01286,1.02347,1.00167,1.00004,1.00223,0.241525,0.0991755,0.153681,0.139472,0.151265,0.160599,0.498339,0.599375,0.0994248,0.106727,0.406145,0.385394,0.498339,0.599375,0.218059,0.205735,0.0994248,0.106727,0.0351923,0.0314903,0.0351923,0.0314903,0.0351923,0.0314903,1,1.49758,1,0.426333,0.426249,0.222486,0.108876,0.489152,0.56993,0.197885,0.0966053,0.0619084,-0.00248025,-13.0766,2.07624,-16.1044,3.68457,-1.31208,1.89442,-19.803,-16.729,-1.8627,-0.209639
-3889.14,1,0.000670736,3,7,0,3915.34,0.0342683,0.0131386,-0.00446918,0.0112662,0.0223076,-0.000202971,-0.0158348,-0.00329235,-0.000957508,-0.00481876,-0.000480925,0.444716,-0.00459401,0.215564,0.167593,0.207723,0.2392,-0.0156657,-0.00325756,-0.00177023,0.0314737,0.010191,0.0363079,0.00213414,-0.000560895,0.00525065,-0.998287,-1.99934,0.199976,0.198109,0.199605,0.199885,0.199423,0.199942,1.00613,1.99464,1.00678,1.01347,1.02202,1.00128,0.999664,1.00316,0.243375,0.0990854,0.153899,0.13982,0.151505,0.161349,0.498436,0.599609,0.0996466,0.106497,0.406815,0.384985,0.498436,0.599609,0.218332,0.205116,0.0996466,0.106497,0.0352391,0.0315736,0.0352391,0.0315736,0.0352391,0.0315736,1,1.49757,1,0.36959,0.550637,0.202466,0.0958813,0.35689,0.583634,0.22749,0.106808,0.0536683,0.0578086,-12.9871,2.0763,-16.0285,3.6856,-1.33983,1.89445,-20.0038,-16.8645,-1.86151,-0.208153
-3369.13,0.999928,0.000710453,4,15,0,3904.65,0.0368443,0.0248089,-0.00111979,0.0101432,0.013143,0.0103425,-0.0126964,-0.00621875,6.45065e-05,0.00963284,-0.00266129,0.534404,-0.00689473,0.255929,0.209501,0.265413,0.306332,-0.0123491,0.00216351,-0.00473033,0.0433317,0.0131923,0.0303727,0.00209982,-0.00689248,0.0269216,-0.998158,-1.99876,0.201245,0.198482,0.199255,0.200008,0.201159,0.199681,1.00795,1.99866,1.0061,1.00792,1.01839,1.00126,0.995873,1.01628,0.291191,0.0986305,0.166839,0.152044,0.170034,0.184534,0.498767,0.60026,0.0990584,0.109053,0.413781,0.373635,0.498767,0.60026,0.216958,0.201483,0.0990584,0.109053,0.0390128,0.0335442,0.0390144,0.0335442,0.0390137,0.0335442,1,1.4973,1,0.377361,0.382446,0.240482,0.124326,0.374096,0.659771,0.177383,0.110396,0.0534931,0.0140197,-12.08,2.07649,-16.4127,3.68176,-2.16681,1.89446,-21.2134,-15.398,-1.76606,-0.173186
-3077.03,1,0.000756764,4,15,0,3383.82,0.0420373,0.0292928,-0.00820036,0.00853013,0.0324552,0.0147646,-0.0172105,-0.00494777,0.00728445,-0.00285494,0.00152647,0.588377,-0.0099149,0.287903,0.23649,0.299273,0.340988,0.0036046,-0.000168866,-0.0129516,0.0493896,0.0134535,0.0412473,0.000645507,-0.00107334,0.0228882,-0.997898,-1.99854,0.20178,0.197945,0.199407,0.200876,0.199658,0.200183,1.0081,1.99018,1.00513,1.01966,1.02506,1.00039,0.999356,1.01383,0.324383,0.0980366,0.177856,0.160477,0.181947,0.197778,0.500361,0.59998,0.0974429,0.110382,0.416981,0.364201,0.500361,0.59998,0.214158,0.198129,0.0974429,0.110382,0.0423746,0.0348422,0.0423746,0.0348422,0.0423746,0.0348422,1,1.49732,1,0.406036,0.570739,0.215609,0.0944924,0.271297,0.599087,0.170997,0.103199,0.107372,-0.0656037,-11.678,2.07677,-17.2157,3.65268,-2.94453,1.89447,-22.3787,-14.6706,-1.68227,-0.150367
-2987.9,1,0.000809655,4,15,0,3089.47,0.0424515,0.0211739,-0.00546332,0.0092876,0.0377862,0.013899,-0.01266,-0.0052263,0.00753487,-0.0104268,-0.00452176,0.60573,-0.00920853,0.295689,0.247875,0.313983,0.349161,0.00291965,-0.000468312,-0.0198536,0.049708,0.0154079,0.0345076,-0.00124316,-0.00238442,0.0247908,-0.997877,-1.99894,0.201675,0.198487,0.199374,0.200906,0.198753,0.199458,1.00929,1.99345,1.00559,1.02293,1.02092,0.999254,0.99857,1.01499,0.335838,0.0981751,0.180648,0.164173,0.187379,0.201038,0.500292,0.599944,0.0961071,0.110453,0.417432,0.361311,0.500292,0.599944,0.211014,0.197613,0.0961071,0.110453,0.0435677,0.0353937,0.0435677,0.0353937,0.0435677,0.0353937,1,1.49757,1,0.433612,0.50463,0.216444,0.0972743,0.340298,0.643066,0.21832,0.111271,0.171622,0.137449,-11.622,2.07678,-18.1506,3.6074,-3.20019,1.89447,-22.5622,-14.6328,-1.6528,-0.140721
-2896.4,1,0.00086878,4,15,0,3002.61,0.0424981,0.00706969,-0.00921657,0.00934807,0.0342045,0.0165379,-0.00973204,0.00267084,0.00783702,-0.00656252,-0.00875917,0.629035,-0.0117401,0.304889,0.253235,0.322023,0.359717,0.00487855,0.00536849,-0.0209987,0.0471781,0.0171935,0.035445,-0.00239014,-0.00873114,0.0305978,-0.997875,-1.99965,0.201994,0.198836,0.200321,0.200943,0.199214,0.198952,1.01037,1.98897,1.00562,1.02073,1.02149,0.998567,0.994775,1.01853,0.351862,0.0976793,0.184002,0.165942,0.190417,0.205327,0.500488,0.600645,0.0958872,0.109895,0.419607,0.3589,0.500488,0.600645,0.211601,0.195749,0.0958872,0.109895,0.0443755,0.0356307,0.0443755,0.0356307,0.0443755,0.0356307,1,1.498,1,0.41242,0.624183,0.219812,0.105063,0.347657,0.543276,0.200101,0.113527,0.0504376,-0.15979,-11.3547,2.07675,-17.9733,3.59804,-3.41997,1.89441,-23.235,-14.9344,-1.63292,-0.136585
-2721.28,1,0.000934053,4,15,0,2907.03,0.0396464,0.0108881,-0.00881321,0.0133198,0.0354098,0.00138635,-0.0158647,0.00223919,0.0128876,-0.00401533,-0.0131021,0.653785,-0.0132859,0.333149,0.267238,0.339903,0.392826,0.00769118,0.00480407,-0.0201228,0.059833,0.0213024,0.0373141,-0.000921563,-0.0127887,0.0291482,-0.998018,-1.99946,0.200166,0.198105,0.200269,0.201553,0.199519,0.198434,1.01286,1.98945,1.00802,1.02147,1.02264,0.999447,0.992356,1.01764,0.369717,0.0973778,0.194702,0.170655,0.197349,0.219384,0.50077,0.600577,0.0960554,0.112712,0.419743,0.354273,0.50077,0.600577,0.21429,0.195023,0.0960554,0.112712,0.0467004,0.0363191,0.0467,0.0363191,0.0466989,0.0363191,1,1.4978,1,0.352966,0.514501,0.190687,0.0872219,0.308976,0.588812,0.204332,0.111814,-0.0624775,-0.0312205,-11.3381,2.07668,-17.1771,3.60525,-3.8586,1.89443,-23.5013,-13.451,-1.57612,-0.124606
-2036.26,1,0.00100546,4,15,0,2734.86,0.0372454,-0.0102576,0.0107129,0.0106074,0.0504359,0.0239394,-0.0131889,0.00156509,0.030016,0.00294719,-0.0211034,0.801799,0.00198612,0.428196,0.320458,0.441858,0.496774,-0.00472588,0.0106328,-0.00278037,0.0758591,0.0248196,0.0116669,0.011128,-0.0222743,0.043572,-0.998138,-2.00051,0.202893,0.198424,0.200188,0.203635,0.200354,0.197484,1.015,2.0129,1.00638,1.03072,1.00702,1.0067,0.986724,1.02649,0.497089,0.100398,0.235465,0.189822,0.241988,0.27008,0.499528,0.601277,0.0994455,0.116383,0.427091,0.344274,0.499528,0.601277,0.21753,0.189164,0.0994455,0.116383,0.056774,0.0399152,0.056774,0.0399152,0.056774,0.0399152,1,1.49837,1,0.367246,0.464302,0.182442,0.0889609,0.346614,0.656497,0.234721,0.119803,0.0833472,0.0645053,-10.4656,2.07675,-16.2519,3.68469,-4.88602,1.89425,-25.7387,-11.6642,-1.33607,-0.0627953
-1988.71,0.999997,0.00108305,4,15,0,2050.23,0.0377637,-0.00547349,0.0100693,0.0122978,0.0514764,0.0294041,-0.0108562,-0.00180924,0.0315701,0.00994661,-0.0230774,0.812669,0.00236239,0.437169,0.328663,0.448186,0.502685,-0.00112236,0.010126,4.65834e-06,0.0752183,0.0279184,0.00523562,0.0131032,-0.0155393,0.040344,-0.998112,-2.00027,0.20356,0.198701,0.199783,0.203825,0.201197,0.19725,1.01689,2.01212,1.00741,1.03137,1.00315,1.00789,0.99072,1.0245,0.508013,0.100474,0.239729,0.192963,0.24507,0.273292,0.499888,0.601216,0.100001,0.116234,0.427747,0.341825,0.499888,0.601216,0.219297,0.189094,0.100001,0.116234,0.0577093,0.0403587,0.0577093,0.0403587,0.0577093,0.0403587,1,1.49824,1,0.507261,0.511255,0.218126,0.105113,0.324983,0.702713,0.20435,0.114334,0.117709,0.105906,-10.3899,2.07679,-15.7624,3.68623,-5.15497,1.89427,-25.7666,-11.7337,-1.3143,-0.0552615
